Namespace(data_dirs=['/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/A', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_test', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/kcam', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P01', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P02', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P03', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P04', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P06', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P07', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P09', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P11', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P12', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P22', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P23', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P25', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P26', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P27', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P28', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P30', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P33', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P34', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P35', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P36', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P37', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/S', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/UT_ego', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/Y', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d'], dataset_name='sayavakepicutego4d', filekey=False, maxcount=1000000.0, maxsize=1e+16, shards='/misc/vlgscratch4/LakeGroup/emin/')
# of images 17958947
# writing /misc/vlgscratch4/LakeGroup/emin/sayavakepicutego4d_000000.tar 0 0.0 GB 0
counter, i, fname, cls 0 3323938 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_1837/img_0250.jpeg 11094
counter, i, fname, cls 6050000 4673839 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_00426352.jpeg 14174
counter, i, fname, cls 6060000 6076714 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_01829227.jpeg 14174
counter, i, fname, cls 6070000 14185342 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000006/img_01074078.jpeg 14180
counter, i, fname, cls 6080000 13078618 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000005/img_01453095.jpeg 14179
counter, i, fname, cls 6090000 17810641 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/kcam/class_0363/img_0107.jpeg 14548
counter, i, fname, cls 6100000 15206799 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000007/img_00601566.jpeg 14181
counter, i, fname, cls 6110000 16751502 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000009/img_00572256.jpeg 14183
counter, i, fname, cls 6120000 12191950 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000005/img_00566427.jpeg 14179
counter, i, fname, cls 6130000 3616333 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_2812/img_0145.jpeg 12069
counter, i, fname, cls 6140000 5095872 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_00848385.jpeg 14174
counter, i, fname, cls 6150000 4613081 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_00365594.jpeg 14174
counter, i, fname, cls 6160000 2257728 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_test/class_0623/img_0100.jpeg 7540
counter, i, fname, cls 6170000 7407372 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_03159885.jpeg 14174
counter, i, fname, cls 6180000 15455375 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000008/img_00236109.jpeg 14182
counter, i, fname, cls 6190000 1081404 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/S/class_1025/img_0215.jpeg 3617
counter, i, fname, cls 6200000 15705664 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000008/img_00486398.jpeg 14182
counter, i, fname, cls 6210000 5861627 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_01614140.jpeg 14174
counter, i, fname, cls 6220000 1994105 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/Y/class_1393/img_0049.jpeg 6661
counter, i, fname, cls 6230000 7248006 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_03000519.jpeg 14174
counter, i, fname, cls 6240000 16449394 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000009/img_00270148.jpeg 14183
counter, i, fname, cls 6250000 11985399 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000005/img_00359876.jpeg 14179
counter, i, fname, cls 6260000 10738810 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000003/img_00716744.jpeg 14177
counter, i, fname, cls 6270000 4040587 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_4226/img_0199.jpeg 13483
counter, i, fname, cls 6280000 12983208 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000005/img_01357685.jpeg 14179
counter, i, fname, cls 6290000 3177872 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_1350/img_0284.jpeg 10607
counter, i, fname, cls 6300000 8515640 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_04268153.jpeg 14174
counter, i, fname, cls 6310000 16392124 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000009/img_00212878.jpeg 14183
counter, i, fname, cls 6320000 4371202 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_00123715.jpeg 14174
counter, i, fname, cls 6330000 17369244 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000009/img_01189998.jpeg 14183
counter, i, fname, cls 6340000 10246591 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000003/img_00224525.jpeg 14177
counter, i, fname, cls 6350000 8092831 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_03845344.jpeg 14174
counter, i, fname, cls 6360000 16235243 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000009/img_00055997.jpeg 14183
counter, i, fname, cls 6370000 14772207 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000007/img_00166974.jpeg 14181
counter, i, fname, cls 6380000 3871259 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_3662/img_0071.jpeg 12919
counter, i, fname, cls 6390000 14764289 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000007/img_00159056.jpeg 14181
counter, i, fname, cls 6400000 11376108 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000003/img_01354042.jpeg 14177
counter, i, fname, cls 6410000 17620314 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000010/img_00176164.jpeg 14184
